id,name,artist_id,artist_name,added_at,duration_ms,release_date,explicit,popularity,preview_url,image_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
2wOfDoTh9AQxQBNMm0QGuo,Nehézlábérzés,6u7q0ZGK0oilVYx4kqIk3E,Krúbi,2018-08-23T12:08:03Z,291440,2018-05-11,True,43,https://p.scdn.co/mp3-preview/519ae7551ecc6e7cc9bd966c877cfc5007a81df9?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b2734b685c457d4375f7c2d59015,0.943,0.563,6,-7.058,0,0.139,0.0935,1.31e-06,0.0745,0.793,100.006,4
0r4NqaPDjwWnkglxKmpSFJ,Dobd Fel Magad,6u7q0ZGK0oilVYx4kqIk3E,Krúbi,2018-08-23T12:08:03Z,215173,2018-05-11,True,36,https://p.scdn.co/mp3-preview/cd54d24c2dc3304be2746c968c45eceb02ef0f27?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b2734b685c457d4375f7c2d59015,0.888,0.671,0,-7.428,1,0.0692,0.386,0,0.0895,0.836,127.101,4
0N8HRMYb9K5x4EAliDYEFZ,Egy Sírásó Viccei,6u7q0ZGK0oilVYx4kqIk3E,Krúbi,2018-08-23T12:08:03Z,305306,2018-05-11,True,25,https://p.scdn.co/mp3-preview/97d0438c424431c3bafbcba73f33a32c5a9a63f6?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b2734b685c457d4375f7c2d59015,0.481,0.347,9,-8.559,0,0.0851,0.656,0.186,0.0877,0.0733,142.077,4
4YSh3Z8x3InSi8upp35k0O,Mantra,6aJRwrwfOffz7RMh2Cfm8e,Jacob Tillberg,2018-08-22T13:06:25Z,192008,2017-07-17,False,41,https://p.scdn.co/mp3-preview/840e5517650bd4590fe7be98f86a4428ea7fae59?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b27385891fbadc57cd8c353b695b,0.531,0.879,10,-3.595,1,0.0974,0.0102,0.0882,0.0488,0.093,139.826,4
4kr1V5k1GQSf73sH4giLz7,Forever Xe3 (Vibe Mashup),3Xpj9r00hGPtighLolDaxv,Vibe,2018-08-22T11:55:47Z,331392,2017-03-24,True,40,https://p.scdn.co/mp3-preview/82e49294e381fe02597f9162465d6aba27eaccab?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b27388322b9e0fcc4b0a05255763,0.37,0.492,0,-14.386,0,0.157,0.0481,0,0.163,0.419,152.883,4
4dBBwkVvpytO0txMh8Jq9C,Faradenza,0pnd3MP2rxAzljR9AqXUJB,Little Big,2018-08-14T07:14:48Z,149776,2018-05-08,False,41,https://p.scdn.co/mp3-preview/3c5bc9ab24fd166b5a976a1bf0eec089dbb40863?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b2739405c0d94fc4654c7e950edc,0.853,0.928,7,-5.752,1,0.132,0.0291,1.41e-05,0.0624,0.54,141.999,4
48k7lAQQIre9mbyfTqzClq,Ballin,02qHcQfJCm2XlAnaJ5a6Rh,2Scratch,2018-08-12T03:04:48Z,231504,2018-06-21,False,56,https://p.scdn.co/mp3-preview/e714e6b6b9e5ea8f473ee2efad058e078ec85959?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b27321e20bf514f48761cfadbe87,0.726,0.599,5,-8.029,1,0.12,0.0302,0.000606,0.349,0.215,113.007,4
6QUidbyGWl06fOqhS1YmtZ,Life Is but a Dream (feat. Ruebx Qube),25zPr5malvJ4FznDZUVo1a,F4ST,2018-08-12T02:27:15Z,255360,2017-09-21,False,26,https://p.scdn.co/mp3-preview/dc9875c83b1b1fff55e41b1423816bae51d8740b?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273878bac5433aef3dddc0f0e3c,0.785,0.97,0,-3.003,1,0.0965,0.0575,5.66e-05,0.14,0.628,124.964,4
7wBJfHzpfI3032CSD7CE2m,STARGAZING,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,2018-08-05T09:10:08Z,270714,2018-08-03,True,77,https://p.scdn.co/mp3-preview/d2d23f9ea674dffde91d99783732b092655ccaf6?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273072e9faef2ef7b6db63834a3,0.487,0.789,8,-3.69,1,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,4
7KZ5MMVgBVox9ycroB2UrI,CAROUSEL,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,2018-08-05T09:10:08Z,180182,2018-08-03,True,68,https://p.scdn.co/mp3-preview/69dfdc414369c7102e805c5590eedea182d29116?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273072e9faef2ef7b6db63834a3,0.428,0.403,5,-5.914,0,0.209,0.229,0,0.22,0.133,95.387,5
2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,2018-08-05T09:10:08Z,312820,2018-08-03,True,85,https://p.scdn.co/mp3-preview/1c3c01c64477b356e28a652b6447f4ef96689a71?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273072e9faef2ef7b6db63834a3,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,4
4SZepBIPDRwPaHIjAKwRDb,R.I.P. SCREW,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,2018-08-05T09:10:08Z,185610,2018-08-03,True,68,https://p.scdn.co/mp3-preview/2ccb194c57ded018b504701bac87689291c213b1?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273072e9faef2ef7b6db63834a3,0.607,0.609,0,-5.978,0,0.291,0.389,1.6e-05,0.111,0.556,74.946,4
1xYpVRspgaLxdJLOTQkTjg,STOP TRYING TO BE GOD,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,2018-08-05T09:10:08Z,338438,2018-08-03,True,69,https://p.scdn.co/mp3-preview/0e6f40ee6843e26214fba4c6e13e4011ec2179f0?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273072e9faef2ef7b6db63834a3,0.588,0.567,4,-3.738,0,0.0628,0.221,0,0.135,0.113,150.009,4
