id,name,artist_id,artist_name,added_at,duration_ms,release_date,explicit,popularity,preview_url,image_url
3R089mTJR5zgZ6fKM4WxWi,Money,7u160I5qtBYZTQMLEIJmyz,Borgore,2017-08-31 19:46:20+00:00,253625,2010-09-09,True,16,https://p.scdn.co/mp3-preview/c9d28bc811f67b1c01d5977c04d821258aa0015c?cid=884409f9066d4b54be728fb81a6c5be9,https://i.scdn.co/image/ab67616d0000b273054111c6960382f647b18491
41QEKSIHQh8YOZ9N9tQeLu,Nympho,7u160I5qtBYZTQMLEIJmyz,Borgore,2017-08-31 19:45:59+00:00,241303,2010-06-14,False,40,https://p.scdn.co/mp3-preview/753199ee78feea0c48a360ea95c02b0138999ac5?cid=884409f9066d4b54be728fb81a6c5be9,https://i.scdn.co/image/ab67616d0000b273fa94a9629d80a5e25b43d2ed
3BENSbtGjJbuXk0H92wIt6,Sunsets,7u160I5qtBYZTQMLEIJmyz,Borgore,2017-08-31 19:45:59+00:00,256297,2010-06-14,False,24,https://p.scdn.co/mp3-preview/172f0334abaee4a2f0154888297d4d4cac49dccc?cid=884409f9066d4b54be728fb81a6c5be9,https://i.scdn.co/image/ab67616d0000b273fa94a9629d80a5e25b43d2ed
0zycdsZ4I2ONDtv0I5Kh9V,Thoughts,7u160I5qtBYZTQMLEIJmyz,Borgore,2017-08-31 19:45:59+00:00,245613,2010-06-14,False,14,https://p.scdn.co/mp3-preview/3bb129579a4fe61ded3b0f07ebcc26374ed4a46c?cid=884409f9066d4b54be728fb81a6c5be9,https://i.scdn.co/image/ab67616d0000b273fa94a9629d80a5e25b43d2ed
2jMmbMutmfgMvOW895jfxW,My Favorite Tingz,7u160I5qtBYZTQMLEIJmyz,Borgore,2017-08-31 19:45:59+00:00,242740,2010-06-14,False,23,https://p.scdn.co/mp3-preview/0a02da21bafc2c0ae300b2d999e406ee0a357983?cid=884409f9066d4b54be728fb81a6c5be9,https://i.scdn.co/image/ab67616d0000b273fa94a9629d80a5e25b43d2ed
5ruT2dWSHtML4esT7doTzt,Cry Me a River,7u160I5qtBYZTQMLEIJmyz,Borgore,2017-08-31 19:45:59+00:00,278851,2010-06-14,True,22,https://p.scdn.co/mp3-preview/a3cf98bed49a55c5f5cd20d4b09c3b6108cc0fc5?cid=884409f9066d4b54be728fb81a6c5be9,https://i.scdn.co/image/ab67616d0000b273fa94a9629d80a5e25b43d2ed
39pC3mxCuMaQhKEQ9wodpi,100s,7u160I5qtBYZTQMLEIJmyz,Borgore,2017-08-31 19:44:21+00:00,181887,2016-06-10,False,39,https://p.scdn.co/mp3-preview/b89e4c7daddb6a6e710dfd4c45c22211c8f6855c?cid=884409f9066d4b54be728fb81a6c5be9,https://i.scdn.co/image/ab67616d0000b2734a3cbf073e1f222212b4ae96
31RYcUDhkqkH1W2xxnzBjY,Forbes,02kJSzxNuaWGqwubyUba0Z,G-Eazy,2017-08-31 19:44:09+00:00,206315,2015-09-04,False,50,https://p.scdn.co/mp3-preview/1760693b9e5f036e274ea60e5591b1660922ab99?cid=884409f9066d4b54be728fb81a6c5be9,https://i.scdn.co/image/ab67616d0000b273251a350fdbfad75c0c0c9038
6AHnpTvJIhO9wKw694WubF,Freestylers - Flux Pavilion Remix,0zg9mF9dX2knvdTKnL22T1,Freestylers,2017-08-31 19:42:54+00:00,281173,2013-04-26,False,0,,https://i.scdn.co/image/ab67616d0000b27328e9cbb02a992270c87e3572
0Ix7doBgImhoWJfDnwezP1,Sunlight,5zYJziKktyqWwmoAWXrShP,Modestep,2017-08-31 19:42:48+00:00,226613,2013-01-01,False,45,https://p.scdn.co/mp3-preview/b7730444a903ac4380c463bf0d08c253ebd97cb0?cid=884409f9066d4b54be728fb81a6c5be9,https://i.scdn.co/image/ab67616d0000b273faa223fb712dd5e504505d34
1fc12F23NDBAN1Y75GEc1v,Bass Cannon,7muzHifhMdnfN1xncRLOqk,Flux Pavilion,2017-08-31 19:42:34+00:00,310410,2011-03-21,False,0,,https://i.scdn.co/image/ab67616d0000b27323bf7645dd1292641d00433c
5F7FWI7P3jMzO3yCz0jELg,Hold Me Close,7muzHifhMdnfN1xncRLOqk,Flux Pavilion,2017-08-31 19:42:13+00:00,276519,2010-10-11,False,37,,https://i.scdn.co/image/ab67616d0000b2733d9de37d9217f51dc24f1a53
34o2xJAVNTzoYN0o2Sd6sW,Big Boss,0tgjwsn1Lpjj8kKEvWm0KQ,Doctor P,2017-08-31 19:42:04+00:00,303096,2011-10-22,False,35,,https://i.scdn.co/image/ab67616d0000b273deefea0b80f264cdc9751713
0q45YANSRNVwdDUivfsmBo,Still Getting It,0sQ1wgSdRpoysgsa1VnI4G,Foreign Beggars,2017-08-31 19:42:00+00:00,240011,2011-11-27,False,0,,https://i.scdn.co/image/ab67616d0000b273a4ccad1a64104ac11ea5329f
1DcwvDcBKeATLX85CKbHFM,Fire Hive,2DuJi13MWHjRHrqRUwk8vH,Knife Party,2017-08-31 19:41:47+00:00,278361,2012-08-01,False,44,https://p.scdn.co/mp3-preview/2fb9abf5d2d9f944e203dabd952e097597cee1f6?cid=884409f9066d4b54be728fb81a6c5be9,https://i.scdn.co/image/ab67616d0000b273ed2a0b49e0be66b06fcc63b5
295MuWKCN5Zmk3BnRtwBAR,Trapdoor - Original Mix,5FWi1mowu6uiU2ZHwr1rby,Feed Me,2017-08-31 19:41:14+00:00,233406,2012-02-06,False,0,,https://i.scdn.co/image/ab67616d0000b27314c4ca2c8859c1be86b17df7
1ZFdXzBLNeAG3VotbwFo7r,Louder (feat. Sian Evans) - Doctor P & Flux Pavillion Remix,6r20qOqY7qDWI0PPTxVMlC,DJ Fresh,2017-08-31 19:40:34+00:00,235533,2012-10-09,False,39,https://p.scdn.co/mp3-preview/4edcfa0b25e6b88212950017942f2e0597ba9354?cid=884409f9066d4b54be728fb81a6c5be9,https://i.scdn.co/image/ab67616d0000b27342a50e1ba45c203e622367c3
